age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex,race
23,25 - 45,0,6,0,0,2,-33.20526123046875,66.80895233154297,230.843017578125,132.03695678710938,F,1,Male,Other
31,25 - 45,0,4,0,0,5,83.32833862304688,55.56753158569336,395.67620849609375,286.1960144042969,F,1,Male,Caucasian
45,Greater than 45,0,2,0,0,5,165.037109375,22.88335609436035,589.7642822265625,400.3114318847656,F,0,Male,Caucasian
31,25 - 45,0,5,0,0,6,40.83453369140625,65.54364776611328,417.1082763671875,250.13990783691406,F,1,Male,Other
46,Greater than 45,0,2,0,0,5,166.635498046875,22.48417091369629,593.072021484375,400.32684326171875,F,0,Male,Other
27,25 - 45,0,6,0,0,3,26.037811279296875,44.076698303222656,317.4241943359375,149.94195556640625,F,1,Male,Caucasian
33,25 - 45,0,4,0,0,6,87.32827758789062,61.37675476074219,432.41290283203125,323.3645935058594,F,1,Male,Other
23,25 - 45,0,8,0,0,1,-57.1785888671875,72.81629943847656,256.12225341796875,78.11913299560547,F,1,Female,Other
35,25 - 45,0,4,0,0,7,75.0472412109375,69.42194366455078,485.36187744140625,345.6441955566406,F,1,Male,Caucasian
45,Greater than 45,0,2,0,0,5,159.4923095703125,24.322187423706055,578.349853515625,400.2577209472656,F,0,Male,Caucasian
45,Greater than 45,0,2,0,0,5,157.58197021484375,24.837949752807617,574.438232421875,400.2391357421875,F,0,Male,Other
31,25 - 45,0,5,0,0,6,42.374969482421875,67.76742553710938,422.340087890625,259.4905700683594,F,1,Male,Other
45,Greater than 45,0,2,0,0,5,157.99365234375,24.725936889648438,575.2802124023438,400.24298095703125,F,0,Male,Other
44,Greater than 45,0,2,0,0,5,155.04632568359375,25.539026260375977,569.263427734375,400.21466064453125,F,0,Male,Other
40,25 - 45,0,3,0,0,5,120.08880615234375,37.41416549682617,499.79498291015625,399.8699645996094,F,0,Male,Other
