age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex,race
29,25 - 45,0,3,0,0,1,-158.48443603515625,10.165599822998047,-10.349853515625,89.57325744628906,F,0,Male,Other
67,Greater than 45,0,9,0,0,9,511.1915283203125,33.626983642578125,442.541748046875,265.9842834472656,F,1,Male,Caucasian
35,25 - 45,0,3,0,0,3,78.6884765625,16.03757667541504,109.08932495117188,131.63787841796875,F,1,Male,Caucasian
39,Less than 25,0,3,0,0,2,-153.674560546875,11.510570526123047,12.381866455078125,101.77227020263672,F,0,Male,Other
41,Less than 25,0,3,0,0,2,-153.90521240234375,12.177035331726074,17.977081298828125,108.47196960449219,F,0,Female,Other
38,Less than 25,0,3,0,0,2,-167.391845703125,11.423933029174805,5.5762939453125,102.04965209960938,F,0,Male,Caucasian
70,Greater than 45,0,9,0,0,16,755.038818359375,57.21536636352539,793.098388671875,447.4848937988281,F,1,Male,Other
30,25 - 45,0,2,0,0,2,-101.22439575195312,11.350629806518555,11.3714599609375,97.1599349975586,M,1,Male,Other
38,Less than 25,0,2,0,0,2,-132.16696166992188,11.798731803894043,20.622283935546875,102.84688568115234,F,0,Male,Caucasian
46,Less than 25,0,2,0,0,2,-131.79315185546875,12.436192512512207,28.150909423828125,109.39838409423828,F,0,Male,Caucasian
29,25 - 45,0,2,0,0,1,-138.448486328125,10.338658332824707,-8.646759033203125,90.00224304199219,M,0,Male,Other
42,Less than 25,0,2,0,0,2,-131.14877319335938,12.270285606384277,27.19940185546875,107.41797637939453,F,0,Male,Other
25,25 - 45,0,5,0,0,3,102.4947509765625,14.960173606872559,89.59564208984375,123.0633773803711,M,1,Male,Other
30,Less than 25,0,3,0,0,1,-201.857666015625,9.5768404006958,-28.543914794921875,86.97781372070312,F,0,Male,Other
31,Less than 25,0,3,0,0,1,-197.8969268798828,9.663171768188477,-25.27642822265625,87.39773559570312,F,0,Male,Other
30,25 - 45,0,2,0,0,2,-24.0789794921875,12.1731538772583,30.141845703125,101.74530029296875,M,1,Male,Caucasian
52,Greater than 45,0,2,0,0,2,-88.77047729492188,13.999274253845215,59.85650634765625,121.05101776123047,F,0,Male,Other
43,Less than 25,0,3,0,0,2,-147.19027709960938,12.194287300109863,21.55731201171875,107.86758422851562,F,0,Male,Other
