age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,blue-collar,divorced,secondary,no,66,yes,no,cellular,6,may,182,0,0,0,unknown,no
1,technician,married,secondary,no,-27,no,no,unknown,20,may,58,1,0,0,unknown,no
1,services,married,secondary,no,229,yes,yes,unknown,1,may,368,0,-1,0,unknown,no
1,management,single,secondary,no,152,no,no,cellular,26,feb,385,0,0,0,unknown,yes
1,retired,married,secondary,no,27,no,no,cellular,20,aug,247,0,0,0,unknown,no
1,self-employed,married,secondary,no,2020,no,no,cellular,12,jul,1130,3,0,0,unknown,no
1,entrepreneur,married,tertiary,no,292,yes,no,cellular,6,may,129,15,387,1,failure,yes
1,technician,single,tertiary,no,167,no,no,cellular,3,feb,106,0,-1,0,unknown,no
1,management,married,tertiary,no,-17,yes,no,unknown,29,may,305,0,0,0,unknown,yes
1,blue-collar,divorced,primary,no,1046,yes,no,cellular,21,jun,126,2,-1,0,unknown,no
1,technician,married,secondary,no,57,yes,yes,unknown,5,may,541,3,-1,0,unknown,no
0,unknown,single,primary,no,22,no,no,cellular,12,aug,633,0,-1,0,unknown,no
1,technician,single,secondary,no,141,yes,no,unknown,20,may,134,1,0,0,unknown,no
1,blue-collar,married,secondary,no,1092,yes,no,cellular,19,apr,36,3,0,0,unknown,no
1,services,married,secondary,no,207,yes,no,cellular,18,jul,257,2,0,0,unknown,no
1,technician,single,tertiary,no,307,no,no,cellular,26,oct,614,0,-1,0,unknown,no
1,technician,single,tertiary,no,1613,no,no,cellular,7,aug,170,1,86,1,failure,no
1,management,married,tertiary,no,330,yes,yes,cellular,13,jul,69,3,0,0,unknown,no
1,blue-collar,married,primary,no,185,yes,no,unknown,6,jun,43,14,-1,0,unknown,no
1,admin.,married,secondary,no,84,yes,no,unknown,6,may,321,0,0,0,unknown,no
1,management,divorced,tertiary,no,292,yes,no,cellular,20,feb,126,0,154,3,failure,no
1,retired,married,secondary,no,-188,no,yes,cellular,20,nov,505,0,0,0,unknown,no
1,technician,married,secondary,no,1394,yes,no,cellular,30,jul,178,1,0,0,unknown,no
0,services,divorced,unknown,no,276,no,yes,cellular,6,aug,1257,0,-1,0,unknown,no
1,management,single,tertiary,no,1570,no,no,cellular,6,jul,265,1,197,3,success,yes
1,technician,married,secondary,no,5599,yes,no,telephone,27,jul,131,5,0,0,unknown,no
0,management,single,secondary,no,-36,yes,no,unknown,28,may,43,13,0,0,unknown,no
1,blue-collar,married,secondary,no,-87,yes,yes,unknown,14,may,47,4,0,0,unknown,no
0,retired,single,secondary,no,1958,no,no,cellular,6,feb,302,2,188,1,failure,no
1,self-employed,married,secondary,no,141,no,no,cellular,4,aug,162,2,0,0,unknown,no
1,blue-collar,divorced,secondary,no,1954,no,no,telephone,12,aug,30,1,0,0,unknown,no
1,retired,married,secondary,no,373,no,no,cellular,20,aug,485,1,0,0,unknown,no
1,retired,married,secondary,no,1743,no,no,cellular,6,jun,65,2,-1,0,unknown,no
1,services,married,primary,no,-4,yes,no,cellular,18,nov,29,0,0,0,unknown,no
1,self-employed,married,tertiary,no,596,no,no,cellular,26,aug,155,9,0,0,unknown,no
1,management,married,tertiary,no,140,yes,no,cellular,13,aug,143,3,0,0,unknown,no
1,blue-collar,divorced,secondary,no,77,yes,no,cellular,12,may,164,0,0,0,unknown,no
1,blue-collar,married,primary,no,123,yes,no,cellular,14,may,285,1,0,0,unknown,no
0,student,single,secondary,no,590,no,no,telephone,26,mar,62,0,0,0,unknown,no
1,blue-collar,married,secondary,no,-95,yes,no,unknown,2,jun,59,0,-1,0,unknown,no
1,unemployed,married,primary,no,2042,yes,no,unknown,25,may,65,5,-1,0,unknown,no
1,unemployed,single,secondary,no,-305,yes,no,cellular,3,jun,82,1,-1,0,unknown,no
1,technician,married,secondary,no,1837,no,no,cellular,12,aug,358,2,0,0,unknown,no
