age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,technician,married,secondary,no,-3183,no,no,cellular,29,jul,223,3,34,2,unknown,no
43,management,married,secondary,no,2459,yes,no,unknown,12,jun,326,3,39,3,unknown,no
40,management,married,secondary,no,2775,yes,no,unknown,15,jun,333,3,38,3,unknown,no
32,blue-collar,married,secondary,no,-4013,yes,no,cellular,13,may,261,4,49,3,unknown,no
39,management,married,secondary,no,1383,yes,no,cellular,11,nov,196,3,46,2,unknown,no
31,blue-collar,married,secondary,no,-4306,yes,no,cellular,20,may,230,3,45,2,unknown,no
48,services,married,tertiary,no,9905,yes,no,cellular,13,may,252,3,42,2,unknown,no
35,blue-collar,married,tertiary,no,-3460,yes,no,cellular,22,may,286,3,46,3,unknown,no
30,management,married,secondary,no,3356,no,no,cellular,3,aug,228,3,47,2,unknown,no
37,technician,married,secondary,no,-3534,no,no,cellular,17,jul,231,3,38,2,unknown,no
29,blue-collar,married,secondary,no,-4039,yes,no,cellular,18,may,258,3,46,3,unknown,no
37,services,single,tertiary,no,4057,yes,no,cellular,21,may,236,3,37,2,unknown,no
37,technician,married,secondary,no,-3477,no,no,cellular,24,jul,186,2,29,2,unknown,no
40,technician,married,secondary,no,-753,yes,no,cellular,14,jul,226,3,44,2,unknown,no
41,management,married,secondary,no,-286,yes,no,cellular,9,nov,219,3,55,2,unknown,no
49,services,single,tertiary,no,11937,yes,no,cellular,13,may,236,3,39,2,unknown,no
33,admin.,married,secondary,no,-4519,yes,no,cellular,23,may,205,2,37,2,unknown,no
47,management,married,tertiary,no,2085,no,no,cellular,11,aug,258,3,50,3,unknown,no
38,blue-collar,married,tertiary,no,-4510,yes,no,cellular,15,may,234,3,52,3,unknown,no
40,technician,married,secondary,no,450,no,no,cellular,26,jul,231,3,45,3,unknown,no
34,technician,married,secondary,no,-2386,no,no,cellular,29,jul,225,3,43,2,unknown,no
93,technician,single,tertiary,yes,102126,yes,no,cellular,23,may,4918,50,854,58,failure,no
28,blue-collar,married,secondary,no,-6015,yes,no,cellular,9,may,231,3,40,3,unknown,no
61,management,married,secondary,no,5145,no,no,cellular,9,aug,308,4,43,3,unknown,no
34,management,married,tertiary,no,6521,no,no,cellular,11,aug,246,3,43,3,unknown,no
94,services,single,primary,yes,102127,yes,yes,cellular,30,feb,4918,49,854,57,failure,yes
51,blue-collar,married,tertiary,no,-986,no,no,cellular,23,jul,245,3,56,2,unknown,no
38,technician,married,secondary,no,-3164,no,no,cellular,30,jul,234,3,40,2,unknown,no
33,blue-collar,single,secondary,no,-7526,yes,no,unknown,6,may,377,5,81,5,failure,no
28,services,single,secondary,no,-1652,yes,no,unknown,25,jun,364,3,37,3,unknown,no
25,retired,single,tertiary,no,-2132,no,no,cellular,12,aug,299,3,42,3,unknown,no
33,blue-collar,married,secondary,no,-3955,yes,no,cellular,1,may,207,3,47,2,unknown,no
28,admin.,married,secondary,no,-3057,yes,no,unknown,15,jun,329,4,36,3,unknown,no
37,technician,married,secondary,no,-2006,yes,no,cellular,10,jul,207,3,45,2,unknown,no
73,blue-collar,married,tertiary,no,2922,no,no,cellular,20,apr,238,3,41,2,unknown,no
30,technician,married,secondary,no,-1063,yes,no,cellular,28,jul,210,2,43,2,unknown,no
32,management,married,tertiary,no,8729,no,no,cellular,6,aug,242,3,47,2,unknown,no
35,services,single,tertiary,no,6888,yes,no,cellular,21,may,264,3,43,2,unknown,no
42,blue-collar,married,tertiary,no,-4444,yes,no,cellular,19,may,253,3,54,3,unknown,no
28,blue-collar,married,secondary,no,-5703,yes,no,cellular,17,may,287,3,44,3,unknown,no
54,services,married,primary,no,9419,yes,no,cellular,11,may,255,3,40,2,unknown,no
29,admin.,married,secondary,no,-2736,yes,no,unknown,20,jun,341,3,29,3,unknown,no
42,management,married,secondary,no,-120,yes,no,cellular,10,nov,262,3,49,3,unknown,no
44,management,married,secondary,no,724,no,no,cellular,10,aug,251,3,44,3,unknown,no
44,technician,married,secondary,no,-1262,no,no,cellular,24,jul,185,3,42,2,unknown,no
22,services,single,secondary,no,-528,yes,no,unknown,22,aug,536,4,57,5,unknown,no
