age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
91,retired,married,secondary,no,-5421,no,yes,cellular,18,aug,3,1,0,0,unknown,no
20,management,single,tertiary,no,-4276,no,no,cellular,19,may,180,2,285,0,success,yes
33,management,married,tertiary,no,344,no,no,cellular,5,aug,118,2,8,0,unknown,no
30,technician,single,secondary,no,-970,yes,no,unknown,14,may,314,2,6,0,unknown,no
31,technician,single,secondary,no,-1759,yes,no,cellular,8,may,207,4,9,0,unknown,no
30,technician,married,secondary,no,3808,no,yes,cellular,20,aug,91,3,11,0,unknown,no
81,blue-collar,married,secondary,no,-7898,yes,yes,unknown,14,may,0,1,0,0,unknown,no
22,services,single,secondary,no,-1906,no,no,cellular,30,jul,186,3,12,0,unknown,no
35,technician,married,secondary,no,9704,no,yes,cellular,28,aug,748,2,16,0,unknown,yes
46,technician,married,secondary,no,4158,no,no,cellular,28,aug,116,4,4,0,unknown,no
37,technician,married,secondary,no,17883,no,no,cellular,30,aug,820,4,15,0,unknown,yes
34,management,single,tertiary,no,-3529,yes,no,unknown,29,may,127,1,8,1,unknown,no
33,services,divorced,secondary,no,458,yes,no,unknown,21,may,362,2,4,0,unknown,no
62,blue-collar,married,secondary,no,6506,no,no,unknown,1,may,144,2,3,0,unknown,no
29,technician,married,primary,no,-2678,yes,no,unknown,28,may,141,1,9,1,unknown,no
28,management,single,tertiary,no,-778,no,no,cellular,28,aug,122,2,13,0,unknown,no
33,technician,married,secondary,no,2689,no,no,cellular,1,aug,114,3,5,0,unknown,no
39,technician,married,secondary,no,-62,yes,no,cellular,1,may,284,2,13,0,unknown,no
28,services,single,secondary,no,4235,yes,no,cellular,25,may,404,3,15,0,unknown,yes
39,blue-collar,married,secondary,no,-7638,no,yes,cellular,7,jul,1,1,0,0,unknown,no
44,management,single,tertiary,no,-1791,no,no,unknown,24,jun,141,1,8,0,unknown,no
36,blue-collar,married,primary,no,-567,yes,no,cellular,27,may,200,3,7,0,unknown,no
35,management,single,tertiary,no,-575,yes,no,cellular,18,may,221,1,21,0,unknown,no
23,student,single,tertiary,no,-2421,no,no,cellular,29,may,428,1,413,2,failure,yes
30,management,married,tertiary,no,2560,yes,no,cellular,30,may,437,2,53,1,failure,no
67,retired,married,secondary,no,1188,no,no,cellular,1,aug,49,1,1,0,unknown,no
41,technician,divorced,secondary,no,4328,yes,no,unknown,3,may,630,4,14,0,unknown,no
44,blue-collar,married,secondary,no,-253,yes,no,cellular,17,may,113,2,160,0,failure,no
94,retired,married,primary,no,-8018,no,yes,telephone,8,jul,0,1,-1,0,unknown,no
46,technician,single,secondary,no,-1054,yes,no,cellular,9,jul,160,2,6,0,unknown,no
23,blue-collar,married,secondary,no,5718,yes,yes,cellular,21,jul,144,2,30,0,unknown,no
93,retired,married,tertiary,no,-8015,yes,yes,telephone,29,may,0,1,0,0,unknown,no
42,technician,single,secondary,no,297,yes,no,cellular,7,jun,170,2,4,0,unknown,no
63,blue-collar,married,primary,no,6086,yes,no,cellular,29,may,216,4,5,0,unknown,no
43,management,married,tertiary,no,2679,no,no,cellular,27,aug,168,2,10,0,unknown,no
34,admin.,married,secondary,no,-1619,yes,no,cellular,17,jul,145,2,15,0,unknown,no
42,management,single,tertiary,no,1126,yes,no,cellular,17,nov,293,1,15,0,unknown,no
37,technician,married,secondary,no,1234,yes,no,cellular,10,nov,144,2,726,1,failure,no
52,management,married,tertiary,no,-721,yes,no,unknown,2,jun,209,1,9,0,unknown,no
25,blue-collar,single,secondary,no,5911,no,yes,cellular,30,jul,175,5,18,0,unknown,no
25,management,single,secondary,no,-1051,yes,no,cellular,3,jul,161,2,15,0,unknown,no
49,blue-collar,married,secondary,no,8771,no,no,cellular,28,jul,191,4,6,0,unknown,no
24,technician,single,secondary,no,-723,no,no,unknown,25,jun,181,2,8,0,unknown,no
30,management,married,tertiary,no,-2995,no,no,cellular,3,aug,321,1,13,0,success,yes
41,technician,married,secondary,no,2304,no,no,cellular,1,aug,183,2,8,0,unknown,no
26,technician,married,tertiary,no,-4291,no,no,cellular,1,jun,310,1,7,0,unknown,yes
20,management,married,tertiary,no,416,no,no,cellular,2,jun,2041,1,79,0,success,yes
37,management,married,tertiary,no,-4107,no,no,unknown,28,may,91,1,6,0,unknown,no
31,blue-collar,single,secondary,no,459,yes,no,cellular,25,may,235,3,13,0,unknown,no
49,management,single,tertiary,no,-1081,no,no,cellular,9,aug,289,1,57,0,failure,yes
40,management,single,tertiary,no,-4394,no,no,unknown,28,may,87,1,7,0,unknown,no
66,management,divorced,tertiary,no,444,no,no,cellular,27,aug,219,1,7,0,unknown,no
58,technician,married,tertiary,no,2390,no,no,unknown,11,aug,108,3,5,0,unknown,no
39,management,married,secondary,no,3822,no,no,cellular,27,aug,578,2,16,0,success,yes
