age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36,blue-collar,married,primary,no,-2815,yes,no,unknown,28,jun,146,2,6,0,unknown,no
89,services,married,secondary,no,-2032,no,no,cellular,22,nov,23,1,3,0,failure,no
46,blue-collar,married,secondary,no,-4920,yes,yes,unknown,29,may,257,3,3,0,unknown,no
40,technician,single,secondary,no,-1815,no,no,cellular,21,feb,140,2,2,0,unknown,yes
35,admin.,married,secondary,no,-1555,yes,no,cellular,26,apr,94,2,19,0,other,yes
53,services,single,secondary,no,1274,no,no,cellular,21,may,68,1,57,0,failure,no
35,technician,single,secondary,no,-378,yes,no,cellular,11,may,241,3,11,0,unknown,no
30,technician,married,secondary,no,-523,no,no,cellular,26,aug,170,3,13,0,unknown,no
40,technician,married,secondary,no,5936,yes,no,cellular,2,nov,193,1,702,1,failure,no
45,management,single,tertiary,no,2985,yes,no,cellular,24,nov,202,1,11,0,unknown,no
33,management,divorced,tertiary,no,-864,yes,no,cellular,30,jul,139,3,14,0,unknown,no
27,management,single,tertiary,no,-2084,no,no,cellular,6,aug,127,1,19,0,unknown,no
37,management,married,tertiary,no,1271,yes,no,cellular,15,aug,181,2,20,0,unknown,no
39,blue-collar,married,secondary,no,2881,yes,no,cellular,23,nov,262,2,20,0,failure,no
30,blue-collar,married,tertiary,no,5878,yes,yes,cellular,2,aug,467,4,22,0,unknown,no
47,services,married,secondary,no,11474,yes,no,cellular,30,jul,645,8,18,0,unknown,no
48,technician,single,secondary,no,-19,yes,no,cellular,25,jul,221,3,6,0,unknown,no
39,management,married,tertiary,no,-371,yes,no,cellular,14,aug,157,2,14,0,unknown,no
26,management,married,tertiary,no,7813,yes,no,cellular,15,jul,333,2,43,0,unknown,no
25,management,married,tertiary,no,-1020,no,no,cellular,7,jul,179,2,21,0,unknown,no
44,blue-collar,married,secondary,no,-1670,yes,no,unknown,30,may,260,4,8,0,unknown,no
39,management,married,tertiary,no,-255,yes,no,unknown,12,aug,193,2,14,0,unknown,no
71,blue-collar,married,secondary,no,2875,no,no,cellular,29,aug,146,1,12,0,failure,yes
54,technician,married,tertiary,no,1656,yes,no,unknown,3,jun,218,2,9,0,unknown,no
30,blue-collar,single,secondary,no,-870,yes,yes,unknown,11,may,493,4,10,0,unknown,no
47,blue-collar,divorced,primary,no,-1020,no,no,unknown,17,jun,162,3,3,0,unknown,no
35,technician,married,tertiary,no,-617,no,no,cellular,14,aug,141,3,12,0,unknown,no
61,services,married,secondary,no,28215,no,yes,cellular,23,aug,1670,5,8,0,unknown,yes
86,retired,married,secondary,no,18330,no,no,unknown,1,may,954,1,1,0,unknown,no
20,management,single,tertiary,no,-2887,no,no,cellular,21,jul,107,3,14,0,unknown,no
36,services,divorced,secondary,no,8682,yes,no,unknown,1,may,983,4,9,0,unknown,no
58,management,divorced,tertiary,no,1266,no,no,cellular,15,aug,195,1,7,0,unknown,no
45,technician,married,secondary,no,-1261,yes,no,cellular,29,jul,178,3,5,0,unknown,no
33,technician,single,secondary,no,2902,yes,no,cellular,26,nov,140,2,106,0,failure,no
26,management,married,tertiary,no,2252,no,no,cellular,25,aug,221,2,31,0,unknown,no
48,management,married,tertiary,no,-1742,yes,no,unknown,11,jun,156,2,6,0,unknown,no
34,technician,single,secondary,no,941,yes,no,cellular,22,may,207,3,20,0,unknown,no
39,technician,married,secondary,no,4877,yes,no,cellular,30,nov,237,2,22,0,failure,no
27,blue-collar,married,secondary,no,-1786,no,no,cellular,1,may,245,1,13,0,unknown,no
47,services,married,secondary,no,20026,yes,no,cellular,10,may,1606,3,3,0,unknown,yes
40,blue-collar,married,tertiary,no,-7269,no,yes,cellular,8,aug,52,1,0,0,unknown,yes
34,management,married,tertiary,no,8604,yes,no,cellular,26,nov,279,1,75,0,failure,no
28,services,married,secondary,no,-2025,no,no,unknown,3,aug,223,2,25,0,unknown,no
34,technician,married,secondary,no,7259,yes,no,cellular,1,feb,449,2,45,0,failure,no
47,blue-collar,married,secondary,no,-1066,yes,no,unknown,18,jun,352,3,4,0,unknown,no
26,technician,single,secondary,no,440,yes,no,cellular,23,may,163,3,34,0,failure,no
