age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
28,blue-collar,married,secondary,no,-2739,no,no,cellular,22,aug,218,3,18,0,unknown,no
20,management,married,tertiary,no,-3371,no,no,cellular,14,aug,306,5,19,0,unknown,no
32,retired,single,secondary,no,-8018,yes,yes,cellular,28,jul,0,1,0,55,success,yes
34,technician,single,secondary,no,48812,yes,no,unknown,8,may,2086,4,1,0,unknown,no
66,management,married,tertiary,no,5268,yes,no,cellular,15,jul,80,2,10,0,unknown,no
62,blue-collar,married,primary,no,14880,yes,no,cellular,10,nov,86,1,15,0,unknown,no
64,admin.,married,secondary,no,-551,no,no,cellular,4,jul,305,11,14,0,unknown,no
50,blue-collar,single,secondary,no,9609,yes,no,cellular,26,may,227,1,7,0,unknown,no
35,services,married,secondary,no,-3275,yes,no,cellular,24,may,128,2,282,0,failure,no
22,management,married,tertiary,no,11356,yes,no,cellular,27,nov,115,1,13,0,unknown,no
28,technician,married,secondary,no,-6627,yes,no,cellular,5,may,36,1,5,0,unknown,no
30,management,married,secondary,no,-6321,yes,no,cellular,1,may,112,1,15,0,unknown,no
18,admin.,single,secondary,no,-7881,yes,no,cellular,25,jul,6,1,0,0,failure,no
49,management,married,tertiary,no,11459,no,no,cellular,4,aug,1676,1,23,0,unknown,no
64,services,married,secondary,no,315,no,no,cellular,13,jun,455,2,9,0,unknown,no
47,blue-collar,married,primary,no,1648,yes,no,cellular,3,may,249,1,28,0,unknown,no
36,blue-collar,married,secondary,no,1110,yes,no,unknown,28,may,49,2,15,0,unknown,no
39,blue-collar,married,secondary,no,-924,yes,no,cellular,4,may,83,1,8,0,unknown,no
33,blue-collar,married,secondary,no,-4523,yes,no,cellular,3,may,124,2,18,0,unknown,no
58,blue-collar,married,secondary,no,20923,no,no,unknown,10,jun,229,3,26,1,unknown,no
25,management,married,tertiary,no,-824,no,no,cellular,28,aug,282,2,17,0,unknown,no
53,admin.,married,tertiary,no,-731,yes,no,cellular,20,jul,36,5,9,0,unknown,no
30,retired,married,secondary,no,-6871,yes,no,cellular,8,may,569,2,33,0,failure,no
36,blue-collar,married,secondary,no,-349,yes,no,cellular,9,may,31,2,43,0,unknown,no
31,management,single,tertiary,no,-7519,no,no,cellular,11,nov,11,1,0,0,unknown,no
41,management,married,tertiary,no,-2143,no,no,cellular,12,jul,172,4,23,0,unknown,no
79,services,divorced,secondary,no,12317,yes,no,unknown,17,may,28,2,2,0,unknown,no
33,technician,single,secondary,no,-5880,no,no,cellular,29,aug,193,2,5,0,unknown,no
40,blue-collar,married,secondary,no,-397,yes,no,cellular,9,may,193,1,13,0,unknown,no
57,blue-collar,married,secondary,no,6551,yes,no,cellular,26,may,295,2,24,0,unknown,no
39,blue-collar,married,primary,no,1249,yes,no,unknown,20,jul,34,2,11,0,unknown,no
26,blue-collar,married,secondary,no,-4339,no,no,cellular,2,may,650,1,36,0,unknown,no
65,technician,married,secondary,no,12186,no,no,unknown,12,aug,420,2,8,0,unknown,no
76,services,single,secondary,no,-7193,no,yes,cellular,23,aug,3,1,0,0,unknown,yes
26,services,single,secondary,no,-7994,no,yes,unknown,18,jun,5,1,0,0,unknown,no
67,services,married,secondary,no,-7440,yes,no,cellular,4,may,35,1,180,0,failure,no
70,management,married,secondary,no,-864,yes,no,cellular,4,may,475,2,12,0,unknown,no
46,blue-collar,married,secondary,no,-1897,yes,no,unknown,8,may,52,2,5,0,unknown,no
32,technician,married,secondary,no,-357,yes,no,cellular,25,jul,143,6,6,0,unknown,no
55,management,married,tertiary,no,574,yes,no,unknown,12,jun,22,3,5,0,unknown,no
53,blue-collar,married,secondary,no,25481,yes,no,unknown,28,may,53,4,3,0,unknown,no
49,technician,married,tertiary,no,10667,yes,no,cellular,27,jul,78,7,3,0,unknown,no
21,management,married,tertiary,no,3172,no,no,cellular,29,aug,787,2,35,0,unknown,no
47,blue-collar,married,primary,no,3331,no,no,cellular,5,nov,59,1,14,0,unknown,no
64,admin.,married,tertiary,no,-2630,yes,no,cellular,2,jul,134,2,11,0,unknown,no
51,blue-collar,married,secondary,no,4161,yes,no,cellular,19,may,125,3,10,0,unknown,no
25,entrepreneur,single,primary,no,57080,no,yes,cellular,13,feb,4241,1,842,58,other,yes
59,blue-collar,married,secondary,no,-379,yes,no,unknown,18,may,245,2,13,0,unknown,no
49,blue-collar,married,primary,no,2165,yes,no,cellular,7,jul,83,1,23,1,unknown,no
70,retired,married,secondary,no,-7872,yes,no,cellular,27,may,3,1,203,0,failure,no
39,blue-collar,married,secondary,no,2851,yes,no,cellular,13,may,295,2,12,1,unknown,no
34,blue-collar,married,secondary,no,-5929,no,no,cellular,14,aug,371,2,17,0,unknown,no
69,admin.,married,secondary,no,-3772,yes,no,cellular,11,may,12,1,25,0,failure,no
39,technician,married,secondary,no,-5695,no,no,cellular,10,aug,243,1,14,0,unknown,no
52,technician,married,tertiary,no,3427,yes,no,unknown,5,jun,100,1,7,0,unknown,no
76,blue-collar,married,primary,no,11528,yes,no,unknown,8,jun,9,2,8,0,unknown,no
41,technician,single,secondary,no,-7722,no,no,cellular,2,jun,206,1,2,0,unknown,no
26,services,married,secondary,no,-1512,yes,no,cellular,16,may,691,2,77,0,failure,no
49,technician,married,secondary,no,-6126,yes,no,cellular,19,nov,13,1,52,0,failure,no
23,technician,married,secondary,no,-5672,no,no,cellular,14,aug,382,3,9,0,unknown,no
36,admin.,married,secondary,no,-460,yes,no,unknown,25,jul,310,7,15,0,unknown,no
36,technician,married,secondary,no,-5255,no,no,cellular,11,aug,150,1,10,0,unknown,no
36,blue-collar,married,secondary,no,3152,yes,no,unknown,21,may,23,4,11,0,unknown,no
53,retired,married,secondary,no,-1531,yes,no,cellular,10,may,210,2,707,1,failure,no
22,technician,single,secondary,no,-1417,yes,no,unknown,23,may,156,3,1,0,unknown,no
18,admin.,single,secondary,no,-7786,yes,no,cellular,7,may,48,1,48,0,failure,no
62,services,married,secondary,no,27468,yes,no,unknown,8,may,196,8,2,0,unknown,no
45,blue-collar,married,primary,no,587,yes,no,cellular,18,jul,45,3,10,0,unknown,no
27,technician,single,secondary,no,-1253,no,no,cellular,29,aug,595,2,10,0,unknown,no
31,admin.,married,secondary,no,-3812,yes,no,cellular,27,may,178,1,22,0,unknown,no
49,admin.,married,secondary,no,-6153,yes,no,cellular,29,jul,52,24,0,0,unknown,no
21,management,married,tertiary,no,7635,no,no,unknown,1,jun,682,1,21,1,unknown,no
45,technician,married,secondary,no,2086,yes,no,cellular,21,may,191,1,7,0,unknown,no
33,technician,married,primary,no,17236,yes,no,unknown,12,jun,156,1,12,0,unknown,no
76,management,married,tertiary,no,2890,no,no,cellular,7,aug,211,1,18,0,unknown,no
41,services,married,secondary,no,28728,yes,no,unknown,12,may,96,7,1,0,unknown,no
48,technician,married,tertiary,no,-1818,no,no,cellular,14,nov,79,1,3,0,unknown,no
78,blue-collar,married,secondary,no,5136,no,no,cellular,10,aug,431,1,18,0,unknown,no
25,technician,single,tertiary,no,-7809,no,yes,cellular,22,jul,5,1,0,0,unknown,yes
30,management,married,tertiary,no,8027,yes,no,cellular,19,aug,381,1,21,0,unknown,no
23,management,married,tertiary,no,5998,yes,no,unknown,6,jun,230,2,14,1,unknown,no
67,blue-collar,married,secondary,no,-3667,yes,no,cellular,4,may,130,2,54,0,unknown,no
52,services,single,secondary,no,-6884,yes,no,cellular,5,may,100,1,427,0,failure,no
66,services,married,secondary,no,2884,yes,no,unknown,4,may,53,1,4,0,unknown,no
21,retired,single,secondary,no,4017,no,yes,cellular,30,jul,4339,1,852,58,failure,yes
59,blue-collar,married,secondary,no,5497,yes,no,unknown,4,jul,107,1,11,0,unknown,no
38,technician,single,secondary,no,-2388,yes,no,cellular,17,aug,336,4,7,0,unknown,no
25,admin.,married,secondary,no,-3351,no,no,cellular,27,jul,294,5,17,0,unknown,no
39,services,married,primary,no,-7230,yes,no,unknown,11,jun,3,1,0,0,unknown,no
56,management,married,tertiary,no,7472,yes,no,unknown,7,jun,348,2,23,1,unknown,no
30,management,married,secondary,no,-6233,yes,no,cellular,7,may,165,2,319,0,failure,no
44,technician,divorced,secondary,no,-3113,yes,no,cellular,29,may,37,1,13,0,unknown,no
45,technician,married,secondary,no,8311,yes,no,cellular,19,nov,125,1,6,0,unknown,no
35,blue-collar,married,secondary,no,3123,no,no,unknown,22,may,686,3,19,1,unknown,no
41,services,married,secondary,no,-5042,yes,no,cellular,5,may,45,1,323,0,failure,no
24,management,married,secondary,no,-6608,yes,no,cellular,2,may,408,1,59,0,unknown,no
79,blue-collar,married,secondary,no,28317,yes,no,unknown,16,may,45,2,5,0,unknown,no
70,retired,married,secondary,no,2357,no,yes,cellular,10,apr,404,1,17,57,success,yes
45,admin.,married,secondary,no,5457,no,no,cellular,21,jul,285,4,14,0,unknown,no
35,management,married,tertiary,no,-2841,yes,no,cellular,9,jul,191,7,13,0,unknown,no
25,technician,married,secondary,no,-3248,yes,no,cellular,4,aug,445,3,11,1,unknown,no
29,services,single,secondary,no,-7361,yes,no,cellular,8,may,121,1,273,0,failure,no
32,admin.,married,secondary,no,-6644,yes,no,cellular,21,jul,166,1,17,0,failure,no
25,self-employed,single,secondary,no,-6112,no,no,unknown,2,may,3769,4,31,0,other,no
42,technician,married,tertiary,no,-7853,yes,no,cellular,23,jul,19,2,0,0,unknown,no
21,unemployed,single,secondary,no,-2731,no,no,unknown,13,aug,661,2,6,0,unknown,no
21,services,single,tertiary,no,-8018,yes,yes,cellular,11,jun,0,1,-1,0,unknown,yes
60,management,single,secondary,no,-6909,yes,no,cellular,8,may,72,1,108,0,failure,no
64,blue-collar,married,primary,no,-4501,no,no,cellular,21,jul,83,1,17,0,unknown,no
35,technician,married,tertiary,no,5147,yes,no,cellular,20,nov,140,2,18,0,unknown,no
58,blue-collar,married,secondary,no,-7297,yes,no,cellular,22,may,56,1,43,0,failure,no
32,blue-collar,married,tertiary,no,-1703,yes,no,unknown,14,jul,70,2,16,1,unknown,no
38,management,married,tertiary,no,4563,yes,no,unknown,27,may,68,2,10,0,unknown,no
31,technician,single,tertiary,no,-8018,no,no,cellular,14,jun,0,1,0,0,unknown,no
32,self-employed,single,secondary,no,-7516,yes,no,cellular,29,may,173,1,71,0,failure,no
36,technician,married,secondary,no,-2788,no,no,cellular,14,aug,379,2,9,0,unknown,no
19,technician,married,tertiary,no,-1017,no,no,unknown,11,aug,224,2,19,1,unknown,no
32,self-employed,single,secondary,no,-8015,yes,no,cellular,29,feb,0,1,128,0,failure,no
43,management,married,tertiary,no,482,no,no,cellular,30,jul,168,2,7,0,unknown,no
58,management,married,secondary,no,-913,no,no,cellular,5,aug,819,2,23,0,unknown,no
29,blue-collar,married,primary,no,-3089,no,no,cellular,12,jul,84,1,42,0,unknown,no
58,blue-collar,single,secondary,no,-5882,yes,no,cellular,5,may,153,1,365,0,failure,no
49,services,single,secondary,no,5960,yes,no,unknown,28,may,226,5,2,0,unknown,no
39,blue-collar,married,secondary,no,-3140,yes,no,cellular,19,may,259,1,13,0,unknown,no
51,blue-collar,married,primary,no,4411,yes,no,cellular,29,may,86,1,9,0,unknown,no
25,management,single,secondary,no,-2636,no,no,cellular,22,aug,969,1,9,0,unknown,no
56,blue-collar,married,secondary,no,-6008,yes,no,cellular,16,may,17,1,3,0,unknown,no
19,technician,single,secondary,no,-7128,yes,no,cellular,5,jul,67,1,9,0,failure,no
34,technician,married,secondary,no,-926,no,no,cellular,7,aug,364,3,8,0,unknown,no
47,management,single,secondary,no,426,yes,no,unknown,29,may,491,3,9,0,unknown,no
67,technician,married,secondary,no,2755,yes,no,cellular,1,may,98,1,124,0,failure,no
28,blue-collar,married,secondary,no,-6551,yes,no,cellular,25,may,18,2,15,0,failure,no
