sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,25,25 - 45,African-American,0,5,0,0,2,-55.27044677734375,17.491865158081055,67.12277221679688,45.33651351928711,F,1
Male,29,Less than 25,Caucasian,0,2,0,0,0,-284.44061279296875,1.8484165668487549,-266.164794921875,28.825210571289062,F,0
Male,36,25 - 45,African-American,0,3,0,0,3,-27.262664794921875,14.728608131408691,119.79171752929688,79.80176544189453,F,0
Male,38,25 - 45,Caucasian,0,4,0,0,0,-11.57452392578125,2.1732990741729736,-209.3849334716797,24.079174041748047,M,1
Male,19,25 - 45,Caucasian,0,4,0,0,0,-50.893402099609375,9.793723106384277,-230.71739196777344,27.557064056396484,F,1
Male,18,25 - 45,African-American,0,8,0,0,0,122.78240966796875,0.19729340076446533,-49.86293029785156,5.4433369636535645,M,1
Male,22,25 - 45,African-American,0,6,0,0,0,144.9169921875,2.1420514583587646,-70.05708312988281,18.445478439331055,M,0
Male,29,25 - 45,African-American,0,4,0,0,3,18.731231689453125,16.851062774658203,79.92910766601562,67.19121551513672,F,1
Male,32,25 - 45,African-American,0,7,0,0,0,149.06103515625,-0.4589313864707947,-187.47921752929688,8.435812950134277,M,0
Male,26,25 - 45,African-American,0,2,0,0,1,61.02276611328125,11.77779769897461,-21.892608642578125,26.131643295288086,F,1
Male,32,25 - 45,Caucasian,0,2,0,0,3,49.206878662109375,11.402199745178223,-105.83798217773438,35.55029296875,F,1
Female,95,Less than 25,Hispanic,10,9,12,6,38,1001.0,749.0,7603.0,7604.0,M,1
Male,55,Greater than 45,Caucasian,0,4,0,0,1,-145.70883178710938,3.3706817626953125,-223.5667724609375,21.358184814453125,M,1
Male,32,25 - 45,Caucasian,0,2,0,0,5,-4.997314453125,15.265630722045898,-37.455322265625,75.0221939086914,F,0
Male,19,25 - 45,African-American,0,6,0,0,0,246.47369384765625,1.3353769779205322,-3.7607421875,7.76185417175293,M,1
Male,23,25 - 45,African-American,0,6,0,0,1,-81.21685791015625,1.4520530700683594,23.247222900390625,29.00967788696289,M,0
Male,34,25 - 45,African-American,0,3,0,0,0,-14.689788818359375,1.1184756755828857,-94.04512023925781,20.317787170410156,M,0
Male,78,Less than 25,Caucasian,0,1,0,0,2,-243.43051147460938,4.155272960662842,-262.20556640625,26.502614974975586,F,1
Male,39,Less than 25,Caucasian,0,2,0,0,0,-213.22203063964844,1.1846592426300049,-259.14581298828125,28.403249740600586,F,0
Male,29,25 - 45,African-American,0,6,0,0,7,42.38323974609375,21.29648780822754,60.87774658203125,72.48249816894531,F,1
Male,26,25 - 45,African-American,0,9,0,0,3,122.3172607421875,18.87313461303711,112.07864379882812,103.61126708984375,F,0
Male,27,25 - 45,African-American,0,9,0,0,6,90.6246337890625,24.243051528930664,156.904296875,108.49259185791016,F,1
Male,26,25 - 45,African-American,0,3,0,0,1,86.94830322265625,9.038189888000488,124.21798706054688,48.78947830200195,F,0
